"ESU_DPS","COMMONPOPNAME2","SPAWNINGYEAR","ESU_DPS_COMMONNAME","COMMONNAME","RUN","MAJORPOPGROUP","WATERBODY","final_abundance","datasource","final_abundance_data_type","METHODNUMBER","CONTACTAGENCY","SUBMITAGENCY","LASTUPDATED","ID","PROTMETHNAME"
"Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2015,"Lower Columbia Chinook","Chinook salmon","Fall","Cascade fall","Lower Cowlitz River",4186,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/08/31 12:00:00","27029AC8-5056-8E43-35C1-2C3154B4356C","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2016,"Lower Columbia Chinook","Chinook salmon","Fall","Cascade fall","Lower Cowlitz River",2878,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/08/31 12:00:00","2708E4B0-5056-8E43-3539-60B2E573604D","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2017,"Lower Columbia Chinook","Chinook salmon","Fall","Cascade fall","Lower Cowlitz River",2924,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/08/31 12:00:00","270EB249-5056-8E43-35E4-C93E2EFD596A","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2018,"Lower Columbia Chinook","Chinook salmon","Fall","Cascade fall","Lower Cowlitz River",3002,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/03/27 10:24:58","FF80FAAF-082F-4E3B-82A4-6CC50BC95AC7",NA
"Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2010,"Lower Columbia Chinook","Chinook salmon","Fall","Coast fall","Mill Creek",156,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/09/07 12:00:00","1ADB8F8F-D221-2F8B-B359-54A7587509F6","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2011,"Lower Columbia Chinook","Chinook salmon","Fall","Coast fall","Mill Creek",94,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/09/07 12:00:00","1AE1EC63-F792-5CBC-A762-1739CE67DD08","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2012,"Lower Columbia Chinook","Chinook salmon","Fall","Coast fall","Mill Creek",21,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/09/07 12:00:00","1AE593D4-F863-1C06-8392-C7CB1D55140A","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2013,"Lower Columbia Chinook","Chinook salmon","Fall","Coast fall","Mill Creek",128,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/09/07 12:00:00","1AEEDEB0-02D4-269A-8739-DA10777DA55A","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2014,"Lower Columbia Chinook","Chinook salmon","Fall","Coast fall","Mill Creek",34,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/09/07 12:00:00","1AF8EC57-CFA8-8813-7173-1BC8004DF56A","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2015,"Lower Columbia Chinook","Chinook salmon","Fall","Coast fall","Mill Creek",80,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/09/07 12:00:00","67192614-E2B5-F079-D52A-92BCDBB95737","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2016,"Lower Columbia Chinook","Chinook salmon","Fall","Coast fall","Mill Creek",87,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/09/07 12:00:00","27863AD2-5056-8E43-35A3-84A1CA6709DD","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2017,"Lower Columbia Chinook","Chinook salmon","Fall","Coast fall","Mill Creek",17,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/09/07 12:00:00","278B91A5-5056-8E43-35D7-AD4C8414ED93","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2018,"Lower Columbia Chinook","Chinook salmon","Fall","Coast fall","Mill Creek",6,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/21 02:58:07","20FFDED8-1EFD-4DCA-84E1-1D895071DC62",NA
"Salmon, Chinook (Lower Columbia River ESU)","Toutle River - fall Chinook salmon",2010,"Lower Columbia Chinook","Chinook salmon","Fall","Cascade fall","Toutle River",227,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/08/31 12:00:00","1AE01744-F7B9-F31B-C6E1-06E8B1861908","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Toutle River - fall Chinook salmon",2011,"Lower Columbia Chinook","Chinook salmon","Fall","Cascade fall","Toutle River",198,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/08/31 12:00:00","1AE45BD9-F72B-5F72-9DC5-F9BEEF6F2F02","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Toutle River - fall Chinook salmon",2012,"Lower Columbia Chinook","Chinook salmon","Fall","Cascade fall","Toutle River",235,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/08/31 12:00:00","1AD1A20A-9E3C-B214-9BE9-A579E0DA2752","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Toutle River - fall Chinook salmon",2013,"Lower Columbia Chinook","Chinook salmon","Fall","Cascade fall","Toutle River",914,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/08/31 12:00:00","1AEB8369-9796-76D5-B3E0-DE7A09D1FD8A","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Toutle River - fall Chinook salmon",2014,"Lower Columbia Chinook","Chinook salmon","Fall","Cascade fall","Toutle River",403,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/08/31 12:00:00","1AFF92A7-F56B-9224-CD76-B7D8BB0DCD2E","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Toutle River - fall Chinook salmon",2015,"Lower Columbia Chinook","Chinook salmon","Fall","Cascade fall","Toutle River",374,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/08/31 12:00:00","671A9F69-F5E0-5928-CE00-9D7317C9AD89","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Toutle River - fall Chinook salmon",2016,"Lower Columbia Chinook","Chinook salmon","Fall","Cascade fall","Toutle River",367,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/08/31 12:00:00","271F7E7E-5056-8E43-3590-F30C81ED777A","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Toutle River - fall Chinook salmon",2017,"Lower Columbia Chinook","Chinook salmon","Fall","Cascade fall","Toutle River",312,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/08/31 12:00:00","27264B38-5056-8E43-357A-213466629FC0","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Toutle River - fall Chinook salmon",2018,"Lower Columbia Chinook","Chinook salmon","Fall","Cascade fall","Toutle River",138,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/21 02:58:08","2EA8F452-8646-468B-9B4B-52998FCBA102",NA
"Salmon, Chinook (Lower Columbia River ESU)","Upper Cowlitz River - fall Chinook salmon",2010,"Lower Columbia Chinook","Chinook salmon","Fall","Cascade fall","Upper Cowlitz River",2104,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/09/04 12:00:00","1ADB6939-F8C0-B1E7-07BA-BEEB39DA151F","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Upper Cowlitz River - fall Chinook salmon",2011,"Lower Columbia Chinook","Chinook salmon","Fall","Cascade fall","Upper Cowlitz River",4264,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/09/04 12:00:00","1AE10269-AB50-8F7F-52CA-61B62B26592F","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Upper Cowlitz River - fall Chinook salmon",2012,"Lower Columbia Chinook","Chinook salmon","Fall","Cascade fall","Upper Cowlitz River",1948,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/09/04 12:00:00","1AD6F475-C298-4EE3-0B2F-F2D8E31F4379","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Upper Cowlitz River - fall Chinook salmon",2013,"Lower Columbia Chinook","Chinook salmon","Fall","Cascade fall","Upper Cowlitz River",3273,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/09/04 12:00:00","1AE911BF-B9A3-C516-0FDC-7FA45B24388F","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Upper Cowlitz River - fall Chinook salmon",2014,"Lower Columbia Chinook","Chinook salmon","Fall","Cascade fall","Upper Cowlitz River",2259,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/09/04 12:00:00","273E4110-5056-8E43-35A3-361410FF6E6D","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Upper Cowlitz River - fall Chinook salmon",2015,"Lower Columbia Chinook","Chinook salmon","Fall","Cascade fall","Upper Cowlitz River",3375,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/09/04 12:00:00","274740B6-5056-8E43-3575-6EC5EBF1C733","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Upper Cowlitz River - fall Chinook salmon",2016,"Lower Columbia Chinook","Chinook salmon","Fall","Cascade fall","Upper Cowlitz River",3064,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/09/04 12:00:00","274CD327-5056-8E43-35B8-18B45261A464","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Upper Cowlitz River - fall Chinook salmon",2017,"Lower Columbia Chinook","Chinook salmon","Fall","Cascade fall","Upper Cowlitz River",1494,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/09/04 12:00:00","2752CDD2-5056-8E43-35A0-4F76D0CD0182","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Upper Cowlitz River - fall Chinook salmon",2018,"Lower Columbia Chinook","Chinook salmon","Fall","Cascade fall","Upper Cowlitz River",622,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/03/27 10:24:59","527F8C82-DD28-481B-B749-75D89266A56D",NA
"Salmon, Chinook (Lower Columbia River ESU)","Upper Cowlitz River - spring Chinook salmon",2010,"Lower Columbia Chinook","Chinook salmon","Spring","Cascade spring","Upper Cowlitz River",286,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2015/02/17 12:00:00","1ADFC93A-E4FB-6D68-2208-C0384EB3F781","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Upper Cowlitz River - spring Chinook salmon",2011,"Lower Columbia Chinook","Chinook salmon","Spring","Cascade spring","Upper Cowlitz River",191,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2014/10/28 12:00:00","1AE40CCF-A36D-00C9-829F-4B809E3D3589","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Upper Cowlitz River - spring Chinook salmon",2012,"Lower Columbia Chinook","Chinook salmon","Spring","Cascade spring","Upper Cowlitz River",321,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2014/10/28 12:00:00","1AE8C3E2-0E2D-3399-4AFB-99AAF1583BC9","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Upper Cowlitz River - spring Chinook salmon",2013,"Lower Columbia Chinook","Chinook salmon","Spring","Cascade spring","Upper Cowlitz River",409,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2015/02/17 12:00:00","1AEFA1AD-F10C-1C89-3683-C8FE1FB698D6","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Upper Cowlitz River - spring Chinook salmon",2014,"Lower Columbia Chinook","Chinook salmon","Spring","Cascade spring","Upper Cowlitz River",227,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/11/02 12:00:00","1B01DCCC-EE00-B60B-4A79-FBFFAFC84B65","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Upper Cowlitz River - spring Chinook salmon",2015,"Lower Columbia Chinook","Chinook salmon","Spring","Cascade spring","Upper Cowlitz River",187,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/11/02 12:00:00","A87DCC72-74B4-4034-B450-0DB3E1AA8082","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Upper Cowlitz River - spring Chinook salmon",2016,"Lower Columbia Chinook","Chinook salmon","Spring","Cascade spring","Upper Cowlitz River",200,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/11/02 12:00:00","C1864792-580E-40D3-BA27-46764D7B9338","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Upper Cowlitz River - spring Chinook salmon",2017,"Lower Columbia Chinook","Chinook salmon","Spring","Cascade spring","Upper Cowlitz River",149,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/11/02 12:00:00","3FD59F76-B690-4EEC-89BF-60B9B711C5C9","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Upper Cowlitz River - spring Chinook salmon",2018,"Lower Columbia Chinook","Chinook salmon","Spring","Cascade spring","Upper Cowlitz River",154,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/03/27 10:24:58","3D51B780-6DD2-4EF9-BBC9-D5515FC6295A",NA
"Salmon, Chinook (Lower Columbia River ESU)","Upper Cowlitz River - spring Chinook salmon",2019,"Lower Columbia Chinook","Chinook salmon","Spring","Cascade spring","Upper Cowlitz River",55,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/06/26 02:25:05","935406C2-686C-490A-9D42-6E84199CA23F",NA
"Salmon, Chinook (Lower Columbia River ESU)","Upper Gorge Tributaries - fall Chinook salmon",2010,"Lower Columbia Chinook","Chinook salmon","Fall","Gorge fall","Upper Gorge Tributaries",441,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/09/11 12:00:00","1AE03E3F-0942-102F-EF13-1D5D5CC75A54","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Upper Gorge Tributaries - fall Chinook salmon",2011,"Lower Columbia Chinook","Chinook salmon","Fall","Gorge fall","Upper Gorge Tributaries",1186,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/09/11 12:00:00","1AE4820D-02E1-EAD1-B71D-83C577147786","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Upper Gorge Tributaries - fall Chinook salmon",2012,"Lower Columbia Chinook","Chinook salmon","Fall","Gorge fall","Upper Gorge Tributaries",338,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/09/11 12:00:00","1AD1C9A8-F913-AD5F-49A9-CDBF79BF3EB5","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Upper Gorge Tributaries - fall Chinook salmon",2013,"Lower Columbia Chinook","Chinook salmon","Fall","Gorge fall","Upper Gorge Tributaries",608,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/09/11 12:00:00","1AE9ADEA-0A6E-6D20-9C51-474E346B377D","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Upper Gorge Tributaries - fall Chinook salmon",2014,"Lower Columbia Chinook","Chinook salmon","Fall","Gorge fall","Upper Gorge Tributaries",541,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/09/11 12:00:00","671AC399-C482-45BE-3052-E186F21B2B62","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Upper Gorge Tributaries - fall Chinook salmon",2015,"Lower Columbia Chinook","Chinook salmon","Fall","Gorge fall","Upper Gorge Tributaries",1225,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/09/11 12:00:00","671AE203-B0D2-58A0-C7AA-64C584BEA157","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Upper Gorge Tributaries - fall Chinook salmon",2016,"Lower Columbia Chinook","Chinook salmon","Fall","Gorge fall","Upper Gorge Tributaries",544,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/09/11 12:00:00","25F91490-5056-8E43-3529-A5E51C7BA54B","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, Chinook (Lower Columbia River ESU)","Upper Gorge Tributaries - fall Chinook salmon",2017,"Lower Columbia Chinook","Chinook salmon","Fall","Gorge fall","Upper Gorge Tributaries",577,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/09/11 12:00:00","260121BF-5056-8E43-3566-18D4EBE54C4D","LCR VSP monitoring protocols for Chinook and coho"
