Stock Number,Population Name,Species,ESU/DPS Name,Federal Status,Listing Date,Salmon Recovery Region,Recovery Plan,Recovery Plan Year,Hatchery Standards Met,Major Population Grouping,Population Goals,Goal References,Goal Notes,Population History,Stock Definition,Stock Data Description,Stock Spawning Distribution,Stock Genetic Analysis Description,Local Biologist Name,Local Biologist Email,Last Updated
6588,Wynoochee Winter Steelhead,Steelhead,Southwest Washington Steelhead,Not Warranted,3/19/1998,Washington Coastal,,,,No MPG Specified ,"EG=1,260; EG for all Chehalis basin steelhead stocks combined = 8,600",,,This is a mixed stock with composite production. This stock has been supplemented with hatchery smolts including Chambers Creek winter steelhead. Substantial interbreeding between hatchery and wild fish is thought to have occurred since the early 1980s.,Wynoochee winter steelhead were identified as a stock based on their distinct spawning distribution.,Data are total escapement estimates based on redd counts in index areas within the Wynoochee River.,"Most spawning takes place in the mainstem Wynoochee River, above and below Wynoochee Lake and in Shafer and Big creeks. Spawning also occurs in tributaries such as Bitter, Helm, Carter, Anderson and Neil creeks.",Genetic analysis has not been done on Wynoochee winter steelhead.,Raymond Scharpf,Mike.Scharpf@dfw.wa.gov,3/21/2016 0:00
6595,Satsop Winter Steelhead,Steelhead,Southwest Washington Steelhead,Not Warranted,3/19/1998,Washington Coastal,,,,No MPG Specified ,"EG=2,800; EG for all Chehalis basin steelhead stocks combined = 8,600 ",,,This is a native stock with wild production.,Satsop winter steelhead were identified as a stock based on their distinct spawning distribution.,Data are total escapement estimates based on redd counts in index areas within the Satsop River basin.,"Most spawning takes place in the mainstem Satsop, West Fork Satsop, Middle Fork Satsop, East Fork Satsop and Canyon rivers as well as Decker and Bingham creeks. Limited spawning also occurs in Dry Run, Phillips, Black and Rabbit creeks.",Genetic analysis has not been done on Satsop winter steelhead.,Raymond Scharpf,Mike.Scharpf@dfw.wa.gov,3/21/2016 0:00
6609,Skookumchuck/Newaukum Winter Steelhead,Steelhead,Southwest Washington Steelhead,Not Warranted,3/19/1998,Washington Coastal,,,,No MPG Specified ,"EG=1,429; EG for all Chehalis basin steelhead stocks combined = 8,600 ",,,This is a native stock with composite production. Hybridization with hatchery adults originating from native Skookumchuck River fish has likely been occurring since 1976 due to similar spawning timing of native and hatchery stocks in both rivers.,Skookumchuck/Newaukum winter steelhead were identified as a stock based on their distinct spawning distribution.,Data are total escapement estimates based on redd counts in index areas within the Newaukum and lower Skookumchuck rivers plus dam counts for the upper Skookumchuck River.,"Most spawning takes place in the Skookumchuck, Newaukum, North, Middle and South Forks Newaukum rivers. Spawning also takes place in tributaries such as North Hanaford, Thompson, Lucas, Bernier, Mitchell and Kearney creeks.",Genetic analysis has not been done on Skookumchuck/Newaukum winter steelhead.,Raymond Scharpf,Mike.Scharpf@dfw.wa.gov,3/21/2016 0:00
6613,South Bay Winter Steelhead,Steelhead,Southwest Washington Steelhead,Not Warranted,3/19/1998,Washington Coastal,,,,No MPG Specified ,No established goal,,,This is a native stock with wild production.,South Bay winter steelhead were identified as a separate stock based on their distinct spawning distribution.,,"Most spawning takes place in the north and south fork of the Johns River. Fewer spawners are observed in the Elk River and in Andrews, Hall and Newskah creeks.",Genetic analysis has not been done on South Bay winter steelhead.,Raymond Scharpf,Mike.Scharpf@dfw.wa.gov,12/8/2015 0:00
6616,North River/Smith Creek Winter Steelhead,Steelhead,Southwest Washington Steelhead,Not Warranted,3/19/1998,Washington Coastal,,,,No MPG Specified ,"EG = 1910 (Total Willapa Bay EG=10,000)",,Goal for entire basin—all 6 stocks,This is a native stock with wild production.,North River/Smith Creek winter steelhead were identified as a stock based on their distinct spawning distribution.,Data are total escapement estimates based on redd counts in index areas within North River and Smith Creek.,"Most spawning takes place in the mainstem North River as well as in Pioneer and Fall creeks. Spawning also occurs in tributaries such as Smith, Clearwater, Ramie, Redfield and Salmon creeks.",Genetic analysis has not been done on North/Smith Creek winter steelhead.,Lyle Jennings,,7/20/2018 0:00
6623,Willapa Winter Steelhead,Steelhead,Southwest Washington Steelhead,Not Warranted,3/19/1998,Washington Coastal,,,,No MPG Specified ,"EG = 3030 (Total Willapa Bay EG=10,000)",,Goal for entire basin—all 6 stocks,This is a native stock with wild production.,Willapa winter steelhead were identified as a stock based on their distinct spawning distribution.,Data are total escapement estimates based on redd counts in index areas within the Willapa River basin.,"Most spawning takes place in the Willapa and South Fork Willapa rivers as well as Mill, Trap and Forks creeks. Spawning also occurs in tributaries such as Rue, Stringer, Ellis and Falls creeks.",Genetic analysis has not been done on Willapa Creek winter steelhead.,Lyle Jennings,,7/20/2018 0:00
6630,Palix Winter Steelhead,Steelhead,Southwest Washington Steelhead,Not Warranted,3/19/1998,Washington Coastal,,,,No MPG Specified ,"EG = 370 (Total Willapa Bay EG=10,000)",,Goal for entire basin—all 6 stocks,This is a native stock with wild production.,Palix winter steelhead were identified as a stock based on their distinct spawning distribution.,Data are total escapement estimates based on redd counts in index areas within Palix River basin.,Most spawning takes place in Canon River.,Genetic analysis has not been done on Palix Creek winter steelhead.,Lyle Jennings,,7/20/2018 0:00
6637,Nemah Winter Steelhead,Steelhead,Southwest Washington Steelhead,Not Warranted,3/19/1998,Washington Coastal,,,,No MPG Specified ,"EG = 1230 (Total Willapa Bay EG=10,000)",,Goal for entire basin—all 6 stocks,This is a native stock with wild production.,Nemah winter steelhead were identified as a stock based on their distinct spawning distribution.,Data are total escapement estimates based on redd counts in index areas within the Nemah River.,"Most spawning takes place in the mainstem, north fork, middle and south fork of the Nemah River as well as Williams Creek. Spawning also occurs in tributaries such as Finn Creek and unnamed tributary 24.0516.",Genetic analysis has not been done on Nemah Creek winter steelhead.,Lyle Jennings,,7/20/2018 0:00
6644,Naselle Winter Steelhead,Steelhead,Southwest Washington Steelhead,Not Warranted,3/19/1998,Washington Coastal,,,,No MPG Specified ,"EG = 3070 (Total Willapa Bay EG=10,000)",,Goal for entire basin—all 6 stocks,This is a native stock with wild production.,Naselle winter steelhead were identified as a stock based on their distinct spawning distribution.,Data are total escapement estimates based on redd counts in index areas within the Naselle River.,"Most spawning takes place in the mainstem Naselle and North Fork Naselle rivers and Alder Creek. Spawning also occurs in the South Fork Naselle River as well as Bean, Upper Salmon, Russian, Brock and Savage creeks.",Genetic analysis has not been done on Naselle winter steelhead.,Lyle Jennings,,7/20/2018 0:00
6651,Bear River Winter Steelhead,Steelhead,Southwest Washington Steelhead,Not Warranted,3/19/1998,Washington Coastal,,,,No MPG Specified ,"EG = 390 (Total Willapa Bay EG=10,000)",,Goal for entire basin—all 6 stocks,This is a native stock with wild production.,Bear River winter steelhead were identified as a stock based on their distinct spawning distribution.,Data are total escapement estimates based on redd counts in index areas within the Bear River.,Spawning takes place in the Bear River.,Genetic analysis has not been done on Bear River winter steelhead.,Lyle Jennings,,7/20/2018 0:00
6658,Grays/Chinook Winter Steelhead,Steelhead,Southwest Washington Steelhead,Not Warranted,3/19/1998,Lower Columbia River,,,,No MPG Specified ,"1,486 EG.  Recovery goal=600 spawners",Ref 1:Table 5.,Recovery goal includes Chinook River,This is a native stock with wild production.,Grays/Chinook winter steelhead were identified as a stock based on their distinct spawning distribution.,"Data are total escapement estimates based on redd counts in index areas in the mainstem Grays from tidewater to the confluence with the East Fork of the Grays (RM 21.7) and in Hull Creek, West Fork Grays, South Fork Grays, and Blaney and Mitchell creeks.","Spawning takes place throughout the mainstem Grays River and in the East, West and South forks of the Grays.","Genetic sampling was conducted in 1994 and 1995, however comparisons of allele frequencies between this stock and other lower Columbia steelhead stocks for determining stock distinctiveness are not very informative (Myers et al. 2002).",Steven Gray,Steven.Gray@dfw.wa.gov,8/30/2018 0:00
6668,Elochoman/Skamokawa Winter Steelhead,Steelhead,Southwest Washington Steelhead,Not Warranted,3/19/1998,Lower Columbia River,,,,No MPG Specified ,953 EG.  Recovery goal=400 spawners.,Ref 1:Table 5.,"227 for Skamokawa Cr, 626 for Elochoman",This is a native stock with wild production.,Elochoman/Skamokawa winter steelhead were identified as a stock based on their distinct spawning distribution.,"Data are total escapement estimates based on redd counts in index areas in the mainstem Skamokawa Creek from the mouth to the confluence with the Left Fork Skamokawa Creek (RM 4.9) and in Wilson Creek, the Left Fork, Standard and McDonald creeks, plus total escapement estimates based on redd counts in index areas in the mainstem from the mouth of the Elochoman River to the Elochoman Hatchery (RM 9.5) and in the two miles above the hatchery, as well as in the North Fork Elochoman, West Fork Elochoman, East Fork Elochoman, and Otter Creek.","Most spawning takes place in Skamokawa, Wilson, Left Fork, Quartz, McDonald, Beaver, Duck, Clear, Rock, and Otter creeks, as well as in the mainstem Elochoman River. Spawning also occurs in Bell Canyon, Pollard and Standard creeks and in the North, East and West forks of the Elochoman.","Genetic sampling was conducted in 1995, however comparisons of allele frequencies between this stock and other lower Columbia steelhead stocks for determining stock distinctiveness are not very informative (Myers et al. 2002).",Steven Gray,Steven.Gray@dfw.wa.gov,8/30/2018 0:00
6682,Mill/Abernathy/Germany Creeks Winter Steelhead,Steelhead,Southwest Washington Steelhead,Not Warranted,3/19/1998,Lower Columbia River,,,,No MPG Specified ,508 EG.  Recovery goal=600 spawners,Ref 1:Table 5.,"306 for Abernathy Cr, 202 for Germany Cr","This is a native stock with wild production.  Germany Creek has been planted with hatchery winter steelhead since 1961. Stock from Elochoman River, Chambers Creek and Cowlitz River have been utilized for these plants. We consider that a native stock still exists because the non-native fish spawn much earlier than the native stock.",Mill/Abernathy/Germany Creeks winter steelhead were identified as a stock based on their distinct spawning distribution.,Data are total escapement estimates based on redd counts in index areas in the mainstem of Abernathy Creek from the mouth to the confluence with Ordway Creek and in Ordway and Eriek creeks. Pre-1991 data were sport harvest estimates and are not comparable to escapement data.  Data from Germany Creek are total escapement estimates based on redd counts in index areas of the creek.,Most spawning takes place in mainstem Mill Creek and the North Fork Mill Creek but also occurs in some unnamed tributaries.  Spawning also takes place in Abernathy Creek and in tributaries such as Slide and Cameron creeks and in Germany Creek and in tributaries such as Loper and John creeks.,No genetic analysis has been done on Mill Creek winter steelhead.,Steven Gray,Steven.Gray@dfw.wa.gov,8/30/2018 0:00
6707,Coweeman Winter Steelhead,Steelhead,Lower Columbia River Steelhead,Threatened,3/19/1998,Lower Columbia River,,,,Cascade Winter Run Steelhead,"1,064 EG.  Recovery goal=800 spawners.",Ref 1:Table 5.,,"This is a native stock with wild production. The Coweeman River has been planted with hatchery winter steelhead since 1957. Most of the releases were Chambers Creek Hatchery winter steelhead stock, whose spawning peak occurs almost three months prior to the spawning peak of the native stock. We do not believe that significant hybridization has occurred between the Chambers Creek stock and the native stock.",Coweeman winter steelhead were identified as a stock based on their distinct spawning distribution.,"Data are total escapement estimates based on redd counts in index areas in the mainstem from the mouth to the confluence with Mulholland Creek (RM 18.4) and in Mulholland, Baird and Goble creeks. Additional surveys are carried out in Mulholland, Baird and Goble creeks during peak spawning.",Most spawning takes place in the mainstem Coweeman River and in tributaries such as Mulholland and Gobble creeks.,No genetic analysis has been done on Coweeman winter steelhead.,Steven Gray,Steven.Gray@dfw.wa.gov,8/30/2018 0:00
