ESU_DPS,COMMON_POPULATION_NAME,OBJECTID_POPTable,WCR_POP_ID,TRT_POP_ID,NWFSC_POP_ID,POPULATION,TYPE,STATUS,RUN_TIMING,MIDLEVEL_GROUP,OBJECTID_DPSTable,Common species,DPS_ID,FRN,LISTING_DESCRIPTION,LISTING_STATUS,SPECIES,TRT
Steelhead (Puget Sound DPS),East Kitsap Peninsula Tributaries - winter Steelhead,145,STPUGwiEKP,ekits,275,East Kitsap Peninsula Tributaries,Independent,Extant,winter,Central and South Puget Sound,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),Elwha River - winter steelhead,146,STPUGwiELW,elwaw,276,Elwha River,Independent,Extant,winter,Hood Canal and Strait of Juan de Fuca,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),Green River - winter steelhead,147,STPUGwiGRN,green,277,Green River,Independent,Extant,winter,Central and South Puget Sound,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),Nisqually River - winter steelhead,148,STPUGwiNSQ,nisqw,278,Nisqually River,Independent,Extant,winter,Central and South Puget Sound,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),Nookachamps Creek - winter Steelhead,149,STPUGwiNKC,nooka,279,Nookachamps Creek,Independent,Extant,winter,Northern Cascades,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),Nooksack River - winter steelhead,150,STPUGwiNKS,nookw,280,Nooksack River,Independent,Extant,winter,Northern Cascades,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),North Fork Skykomish River - summer Steelhead,151,STPUGsuNSY,nfsky,281,North Fork Skykomish River,Independent,Extant,summer,Northern Cascades,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),North Lake Washington and Lake Sammamish - winter Steelhead,152,STPUGwiNLW,lkwas,282,North Lake Washington and Lake Sammamish,Independent,Extant,winter,Central and South Puget Sound,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),Pilchuck River - winter steelhead,153,STPUGwiPLC,pilch,283,Pilchuck River,Independent,Extant,winter,Northern Cascades,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),Puyallup/Carbon River - winter steelhead,154,STPUGwiPUY,puyal,284,Puyallup River/Carbon River,Independent,Extant,winter,Central and South Puget Sound,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),Samish River - winter steelhead,155,STPUGwiSBT,samib,285,Samish River and Bellingham Bay Tributaries,Independent,Extant,winter,Northern Cascades,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),Sauk River - summer and winter Steelhead,156,STPUGswSAK,saukw,286,Sauk River,Independent,Extant,summer and winter,Northern Cascades,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),Sequim and Discovery Bays Tributaries - winter steelhead,157,STPUGwiSDT,dibay,287,Sequim/Discovery Bays Tributaries,Independent,Extant,winter,Hood Canal and Strait of Juan de Fuca,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),Skagit River - summer and winter steelhead,158,STPUGswSKG,skams,288,Skagit River,Independent,Extant,summer and winter,Northern Cascades,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),Skokomish River - winter steelhead,159,STPUGwiSKO,skokw,289,Skokomish River,Independent,Extant,winter,Hood Canal and Strait of Juan de Fuca,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),Snohomish/Skykomish River - winter steelhead,160,STPUGwiSKY,snosk,290,Snohomish/Skykomish Rivers,Independent,Extant,winter,Northern Cascades,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),Snoqualmie River - winter steelhead,161,STPUGwiSNQ,snoqu,291,Snoqualmie River,Independent,Extant,winter,Northern Cascades,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),South Fork Nooksack River - summer Steelhead,162,STPUGsuSFN,nooks,292,South Fork Nooksack River,Independent,Extant,summer,Northern Cascades,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),South Hood Canal - winter steelhead,163,STPUGwiSHC,shood,293,South Hood Canal Tributaries,Independent,Extant,winter,Hood Canal and Strait of Juan de Fuca,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),South Puget Sound Tributaries - winter Steelhead,164,STPUGwiSSD,sosnd,294,South Puget Sound Tributaries,Independent,Extant,winter,Central and South Puget Sound,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),Stillaguamish River - winter steelhead,165,STPUGwiSTL,still,296,Stillaguamish River,Independent,Extant,winter,Northern Cascades,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),Strait of Juan de Fuca Independent Tributaries - winter steelhead,166,STPUGwiSJF,sjfin,295,Strait of Juan de Fuca Tributaries,Independent,Extant,winter,Hood Canal and Strait of Juan de Fuca,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),Tolt River - summer steelhead,167,STPUGsuTLT,tolts,297,Tolt River,Independent,Extant,summer,Northern Cascades,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),West Hood Canal - winter steelhead,168,STPUGwiWHC,whood,298,West Hood Canal Tributaries,Independent,Extant,winter,Hood Canal and Strait of Juan de Fuca,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),White River (Puyallup) - winter steelhead,169,STPUGwiWHT,white,299,White River,Independent,Extant,winter,Central and South Puget Sound,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Snake River Basin DPS),Asotin Creek - summer Steelhead,270,STSNRsuASO,SNASO-s,300,Asotin Creek,Independent,Extant,summer,Lower Snake,22,,STSNR,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from the Snake River basin. Also, steelhead from six artificial propagation programs: the Tucannon River Program; Dworshak National Fish Hatchery Program; Lolo Creek Program; North Fork Clearwater Program; East Fork Salmon River Program; and the Little Sheep Creek/Imnaha River Hatchery Program (Oregon Department of Fish and Wildlife Stock #29).",Threatened,Oncorhynchus mykiss,Interior Columbia Technical Recovery Team
Steelhead (Snake River Basin DPS),Joseph Creek - summer Steelhead,279,STSNRsuJOS,GRJOS-s,310,Joseph Creek,Independent,Extant,summer,Grande Ronde,22,,STSNR,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from the Snake River basin. Also, steelhead from six artificial propagation programs: the Tucannon River Program; Dworshak National Fish Hatchery Program; Lolo Creek Program; North Fork Clearwater Program; East Fork Salmon River Program; and the Little Sheep Creek/Imnaha River Hatchery Program (Oregon Department of Fish and Wildlife Stock #29).",Threatened,Oncorhynchus mykiss,Interior Columbia Technical Recovery Team
Steelhead (Snake River Basin DPS),Tucannon River - summer Steelhead,294,STSNRsuTUC,SNTUC-s,325,Tucannon River,Independent,Extant,summer,Lower Snake,22,,STSNR,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from the Snake River basin. Also, steelhead from six artificial propagation programs: the Tucannon River Program; Dworshak National Fish Hatchery Program; Lolo Creek Program; North Fork Clearwater Program; East Fork Salmon River Program; and the Little Sheep Creek/Imnaha River Hatchery Program (Oregon Department of Fish and Wildlife Stock #29).",Threatened,Oncorhynchus mykiss,Interior Columbia Technical Recovery Team
Steelhead (Upper Columbia River DPS),Entiat River - summer Steelhead,260,STUCRsuENT,UCENT-s,328,Entiat River,Independent,Extant,summer,North Cascades,24,steelhead,STUCR,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from the Columbia River and its tributaries upstream of the Yakima River to the U.S.-Canada border. Also, steelhead from six artificial propagation programs: the Wenatchee River Program; Wells Hatchery Program (in the Methow and Okanogan Rivers); Winthrop National Fish Hatchery Program; Omak Creek Program; and the Ringold Hatchery Program.",Threatened,Oncorhynchus mykiss,Interior Columbia Technical Recovery Team
Steelhead (Upper Columbia River DPS),Methow River - summer Steelhead,261,STUCRsuMET,UCMET-s,329,Methow River,Independent,Extant,summer,North Cascades,24,steelhead,STUCR,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from the Columbia River and its tributaries upstream of the Yakima River to the U.S.-Canada border. Also, steelhead from six artificial propagation programs: the Wenatchee River Program; Wells Hatchery Program (in the Methow and Okanogan Rivers); Winthrop National Fish Hatchery Program; Omak Creek Program; and the Ringold Hatchery Program.",Threatened,Oncorhynchus mykiss,Interior Columbia Technical Recovery Team
Steelhead (Upper Columbia River DPS),Okanogan River - summer Steelhead,262,STUCRsuOKA,UCOKA-s,330,Okanogan River,Independent,Extant,summer,North Cascades,24,steelhead,STUCR,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from the Columbia River and its tributaries upstream of the Yakima River to the U.S.-Canada border. Also, steelhead from six artificial propagation programs: the Wenatchee River Program; Wells Hatchery Program (in the Methow and Okanogan Rivers); Winthrop National Fish Hatchery Program; Omak Creek Program; and the Ringold Hatchery Program.",Threatened,Oncorhynchus mykiss,Interior Columbia Technical Recovery Team
Steelhead (Upper Columbia River DPS),Wenatchee River - summer Steelhead,263,STUCRsuWEN,UCWEN-s,331,Wenatchee River,Independent,Extant,summer,North Cascades,24,steelhead,STUCR,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from the Columbia River and its tributaries upstream of the Yakima River to the U.S.-Canada border. Also, steelhead from six artificial propagation programs: the Wenatchee River Program; Wells Hatchery Program (in the Methow and Okanogan Rivers); Winthrop National Fish Hatchery Program; Omak Creek Program; and the Ringold Hatchery Program.",Threatened,Oncorhynchus mykiss,Interior Columbia Technical Recovery Team
